Date,Meal_Type,Day,Month,Year,Students_Registered,Students_Present,Faculty_Present,Staff_Present,Visitors,Hostel_Students,Total_Campus_Population,Scheduled_Classes,Exam_Period,Holiday,Semester_Week,Weather,Temperature_C,Rainfall_mm,Humidity,Campus_Event,Special_Menu,Menu_Category,Meal_Price,Previous_Day_Meals_Sold,Previous_Week_Average,Meals_Sold,Meals_Prepared,Food_Waste_kg
2020-06-03,Dinner,Wednesday,June,2020,1389,1000,86,94,9,432,1189,2,Yes,No,14,Sunny,31,0,69,Cultural Fest,No,Indian,44,1742,1495,849,907,7.08
2020-06-04,Breakfast,Thursday,June,2020,2448,2298,148,59,31,558,2536,4,No,No,13,Sunny,24,0,77,Sports Day,No,South Indian,70,514,658,2055,2188,13.0
2020-06-05,Lunch,Friday,June,2020,2114,1787,149,103,24,575,2063,5,No,No,3,Sunny,21,0,74,Cultural Fest,No,Fast Food,105,1179,2080,2920,2944,3.21
2020-06-06,Lunch,Saturday,June,2020,1814,1340,136,78,32,360,1586,3,No,No,2,Cloudy,22,0,52,No Event,No,Chinese,76,1257,1309,1693,1720,3.93
2020-06-07,Breakfast,Sunday,June,2020,2055,1908,194,61,38,971,2201,2,No,No,14,Sunny,24,0,45,No Event,No,Indian,108,1623,1735,1460,1586,13.64
2020-06-08,Lunch,Monday,June,2020,1665,1452,114,105,36,446,1707,2,No,No,3,Sunny,36,0,65,No Event,No,South Indian,53,2420,2402,1923,2028,9.29
2020-06-09,Lunch,Tuesday,June,2020,1298,954,173,89,37,954,1253,5,No,No,5,Rainy,25,19,51,Sports Day,No,Indian,58,652,1626,1449,1524,9.5
2020-06-10,Lunch,Wednesday,June,2020,2029,1549,90,133,37,965,1809,3,No,No,12,Cloudy,28,0,56,Sports Day,No,Continental,118,2448,1480,1878,1911,3.47
2020-06-11,Lunch,Thursday,June,2020,2196,1558,117,86,27,795,1788,3,No,No,10,Sunny,32,0,59,Sports Day,No,Chinese,108,2469,1133,2161,2209,4.07
2020-06-12,Lunch,Friday,June,2020,2306,2170,170,115,14,922,2469,5,Yes,No,7,Sunny,25,0,73,No Event,No,Continental,90,827,1067,2423,2544,12.03
2020-06-13,Breakfast,Saturday,June,2020,1255,1010,199,69,7,901,1285,2,No,No,4,Sunny,34,0,85,No Event,No,South Indian,70,2499,2319,910,1026,9.71
2020-06-14,Dinner,Sunday,June,2020,2245,2062,164,61,0,860,2287,5,No,No,7,Sunny,22,0,55,No Event,No,Fast Food,73,836,1668,1369,1504,15.54
2020-06-15,Lunch,Monday,June,2020,1779,1341,157,87,9,715,1594,6,No,No,15,Cloudy,35,0,82,No Event,No,Fast Food,87,1917,986,1918,1970,7.05
2020-06-16,Breakfast,Tuesday,June,2020,1384,1257,128,79,34,430,1498,5,No,No,13,Rainy,27,67,85,Cultural Fest,No,South Indian,69,933,2456,1335,1404,6.26
2020-06-17,Breakfast,Wednesday,June,2020,1721,1146,114,96,47,527,1403,4,No,No,2,Sunny,34,0,59,No Event,No,Fast Food,111,973,892,1074,1123,5.7
2020-06-18,Lunch,Thursday,June,2020,1463,1381,108,131,32,393,1652,2,No,No,4,Sunny,27,0,75,No Event,No,Chinese,58,1632,904,1730,1791,7.09
2020-06-19,Lunch,Friday,June,2020,2448,2260,167,123,15,976,2565,7,No,No,2,Sunny,35,0,80,No Event,No,Indian,84,1722,2093,2582,2692,11.82
2020-06-20,Breakfast,Saturday,June,2020,2261,1716,179,120,13,920,2028,7,No,No,5,Rainy,19,47,82,No Event,No,Continental,103,625,1472,1207,1342,18.31
2020-06-21,Lunch,Sunday,June,2020,2202,1943,120,91,4,871,2158,4,No,No,11,Sunny,25,0,79,No Event,No,Indian,50,1580,2294,2144,2240,8.85
2020-06-22,Breakfast,Monday,June,2020,1322,1157,188,54,15,397,1414,2,No,No,2,Rainy,21,43,53,No Event,No,Continental,101,1318,1576,841,965,11.72
2020-06-23,Lunch,Tuesday,June,2020,2379,2189,175,97,20,486,2481,2,No,No,17,Rainy,27,65,89,No Event,No,Indian,73,1931,1815,2483,2508,3.65
2020-06-24,Breakfast,Wednesday,June,2020,1500,1113,85,142,10,892,1350,6,Yes,No,12,Sunny,35,0,83,No Event,No,Chinese,87,782,1229,1031,1115,10.94
2020-06-25,Lunch,Thursday,June,2020,2032,1604,89,148,49,853,1890,5,No,Yes,8,Sunny,29,0,55,No Event,No,Chinese,114,2323,2424,506,617,15.51
2020-06-26,Lunch,Friday,June,2020,2290,2082,163,100,6,962,2351,7,No,No,3,Rainy,37,61,78,No Event,No,Chinese,92,2020,1455,2403,2541,19.3
2020-06-27,Dinner,Saturday,June,2020,1844,1629,163,61,7,724,1860,5,No,No,15,Cloudy,22,0,45,No Event,Yes,Continental,46,1130,870,1072,1105,4.33
2020-06-28,Breakfast,Sunday,June,2020,2073,1592,169,59,16,884,1836,7,No,No,11,Rainy,20,38,85,No Event,Yes,Chinese,115,2190,1218,1426,1448,2.52
2020-06-29,Lunch,Monday,June,2020,1593,1439,164,86,29,838,1718,7,No,No,14,Rainy,35,22,78,No Event,No,South Indian,117,1426,1317,1927,1997,8.58
2020-06-30,Breakfast,Tuesday,June,2020,1860,1235,188,115,13,892,1551,7,No,No,16,Rainy,27,26,62,No Event,No,Indian,73,1467,2366,998,1089,8.58
2020-07-01,Dinner,Wednesday,July,2020,2354,2082,102,116,48,473,2348,6,No,No,10,Cloudy,26,0,42,No Event,No,South Indian,87,895,1370,1412,1460,5.29
2020-07-02,Dinner,Thursday,July,2020,1268,902,125,63,43,924,1133,6,No,No,9,Rainy,18,77,65,No Event,No,South Indian,86,609,2362,656,746,11.93
2020-07-03,Breakfast,Friday,July,2020,1961,1442,91,96,49,826,1678,3,No,No,7,Sunny,18,0,51,No Event,No,Chinese,76,2371,1761,1177,1249,5.82
2020-07-04,Lunch,Saturday,July,2020,1519,1212,134,69,32,784,1447,4,No,No,10,Sunny,33,0,43,Cultural Fest,No,South Indian,98,955,1672,1945,2074,17.34
2020-07-05,Dinner,Sunday,July,2020,1376,1080,92,101,23,468,1296,2,No,Yes,8,Sunny,19,0,79,No Event,No,South Indian,68,1854,1529,222,329,14.65
2020-07-06,Lunch,Monday,July,2020,1783,1437,153,117,6,884,1713,3,No,No,3,Sunny,24,0,46,No Event,No,Indian,60,2033,1479,1654,1739,12.01
2020-07-07,Lunch,Tuesday,July,2020,2383,1938,86,75,37,878,2136,5,No,No,12,Rainy,26,66,64,No Event,Yes,Continental,89,1763,1075,2206,2252,5.43
2020-07-08,Breakfast,Wednesday,July,2020,1781,1334,180,96,14,729,1624,3,No,No,16,Sunny,27,0,79,Cultural Fest,No,Indian,113,1565,1250,1314,1397,7.01
2020-07-09,Breakfast,Thursday,July,2020,2358,1656,91,128,49,431,1924,5,No,No,8,Sunny,21,0,40,Cultural Fest,No,Indian,96,1501,2014,1554,1663,12.77
2020-07-10,Dinner,Friday,July,2020,1310,1153,140,122,42,423,1457,6,No,No,7,Rainy,32,75,80,Cultural Fest,No,Continental,58,965,759,934,1065,14.11
2020-07-11,Dinner,Saturday,July,2020,2198,1692,104,52,24,473,1872,2,Yes,No,12,Cloudy,27,0,87,Placement Drive,No,Continental,43,1174,907,1111,1167,7.33
2020-07-12,Lunch,Sunday,July,2020,1957,1569,81,51,16,686,1717,2,No,No,16,Sunny,37,0,86,Sports Day,No,South Indian,94,797,2331,2209,2253,4.18
2020-07-13,Lunch,Monday,July,2020,1482,1249,183,90,32,440,1554,2,No,No,10,Rainy,29,48,47,No Event,No,Indian,112,2370,1339,1547,1690,13.77
2020-07-14,Lunch,Tuesday,July,2020,1393,1285,105,79,1,947,1470,7,Yes,No,3,Sunny,24,0,73,No Event,No,Fast Food,119,757,2414,1914,2041,11.04
2020-07-15,Lunch,Wednesday,July,2020,2166,1867,183,86,38,739,2174,7,Yes,No,11,Cloudy,23,0,43,Placement Drive,No,Chinese,58,616,1430,2607,2685,10.9
2020-07-16,Dinner,Thursday,July,2020,2270,1506,130,130,9,913,1775,6,No,No,1,Cloudy,32,0,82,No Event,No,Indian,92,2443,1746,919,1027,14.81
2020-07-17,Dinner,Friday,July,2020,2177,1962,148,52,13,671,2175,5,No,No,15,Sunny,36,0,56,Convocation,No,South Indian,108,792,1165,1685,1738,6.8
2020-07-18,Lunch,Saturday,July,2020,1541,1459,141,58,11,586,1669,6,No,Yes,13,Cloudy,33,0,69,No Event,No,South Indian,60,2482,1930,478,550,8.56
2020-07-19,Lunch,Sunday,July,2020,2465,1951,151,57,16,390,2175,2,No,No,1,Cloudy,35,0,58,No Event,Yes,Chinese,62,2043,1670,2595,2633,4.66
2020-07-20,Breakfast,Monday,July,2020,1721,1619,185,58,13,508,1875,2,No,No,15,Sunny,32,0,44,No Event,Yes,Chinese,97,1007,1331,1544,1630,9.69
2020-07-21,Breakfast,Tuesday,July,2020,2000,1628,188,66,9,846,1891,2,No,No,6,Cloudy,18,0,89,Placement Drive,No,Continental,81,998,1962,1191,1219,2.81
2020-07-22,Dinner,Wednesday,July,2020,2102,1656,152,73,43,873,1924,5,No,No,6,Cloudy,31,0,88,No Event,No,Indian,79,1533,1798,1026,1148,9.91
2020-07-23,Lunch,Thursday,July,2020,1330,996,118,121,38,451,1273,5,Yes,No,15,Cloudy,35,0,48,No Event,No,Chinese,76,2333,785,1497,1579,11.4
2020-07-24,Breakfast,Friday,July,2020,2493,2112,163,63,39,876,2377,3,No,No,6,Rainy,20,33,58,No Event,No,South Indian,76,1132,2482,1691,1839,21.17
2020-07-25,Breakfast,Saturday,July,2020,2013,1447,195,103,28,520,1773,3,No,No,14,Sunny,20,0,83,No Event,No,Fast Food,72,592,1628,1294,1338,5.82
2020-07-26,Lunch,Sunday,July,2020,1260,858,194,129,44,599,1225,4,No,No,14,Sunny,18,0,69,No Event,No,Chinese,75,1766,2024,1288,1396,12.12
2020-07-27,Breakfast,Monday,July,2020,1363,897,90,67,5,654,1059,5,No,No,17,Rainy,24,5,40,No Event,No,South Indian,109,2421,2081,760,808,5.46
2020-07-28,Breakfast,Tuesday,July,2020,1471,1085,183,137,39,862,1444,6,No,No,11,Sunny,30,0,61,No Event,Yes,Indian,44,1855,2087,1087,1186,11.51
2020-07-29,Lunch,Wednesday,July,2020,1332,1023,143,88,30,919,1284,5,Yes,Yes,11,Cloudy,25,0,43,Convocation,No,Chinese,70,1437,2433,413,489,8.63
2020-07-30,Lunch,Thursday,July,2020,2467,2012,165,96,36,985,2309,3,No,No,9,Sunny,35,0,75,No Event,No,South Indian,83,1627,1648,2510,2558,7.18
2020-07-31,Lunch,Friday,July,2020,2197,1621,159,76,8,491,1864,7,No,No,8,Cloudy,32,0,72,No Event,No,Fast Food,80,1828,2028,2162,2204,3.61
2020-08-01,Breakfast,Saturday,August,2020,1237,1169,185,141,42,709,1537,2,No,No,17,Sunny,28,0,56,Cultural Fest,Yes,Chinese,87,1506,2239,1533,1679,11.82
2020-08-02,Lunch,Sunday,August,2020,1816,1339,181,120,44,656,1684,3,No,No,12,Cloudy,28,0,74,No Event,Yes,Fast Food,63,1216,2194,2141,2259,11.22
2020-08-03,Breakfast,Monday,August,2020,1673,1308,121,147,32,978,1608,3,No,No,5,Sunny,28,0,85,No Event,No,Continental,100,1343,2266,895,1027,14.25
2020-08-04,Lunch,Tuesday,August,2020,1258,856,89,140,6,543,1091,7,No,No,15,Cloudy,37,0,69,Cultural Fest,No,Indian,107,1274,1972,1349,1414,9.2
2020-08-05,Lunch,Wednesday,August,2020,1788,1302,168,83,37,357,1590,3,No,Yes,4,Rainy,27,33,47,Sports Day,No,Chinese,99,2459,1549,466,574,10.69
2020-08-06,Lunch,Thursday,August,2020,1698,1128,98,68,7,325,1301,4,No,No,14,Cloudy,34,0,81,No Event,No,South Indian,65,2250,1854,1481,1578,9.54
2020-08-07,Dinner,Friday,August,2020,2441,1996,83,55,33,785,2167,4,No,No,14,Sunny,26,0,68,No Event,No,Fast Food,85,1651,2070,1364,1495,15.2
2020-08-08,Lunch,Saturday,August,2020,1766,1545,162,79,16,416,1802,4,No,No,13,Cloudy,22,0,43,No Event,No,South Indian,68,1658,2449,1961,2105,11.9
2020-08-09,Lunch,Sunday,August,2020,1766,1251,82,141,16,541,1490,6,No,No,8,Sunny,23,0,85,No Event,No,Indian,99,1963,880,1444,1530,11.79
2020-08-10,Breakfast,Monday,August,2020,2352,1788,160,61,29,529,2038,4,No,No,13,Cloudy,29,0,50,No Event,No,Chinese,115,2003,1984,1392,1445,7.4
2020-08-11,Lunch,Tuesday,August,2020,2103,1377,93,64,17,392,1551,6,No,Yes,1,Sunny,23,0,85,No Event,No,Fast Food,78,2316,1219,515,626,9.17
2020-08-12,Breakfast,Wednesday,August,2020,1582,1426,89,88,38,520,1641,5,No,No,17,Sunny,26,0,57,Sports Day,Yes,Fast Food,96,723,1888,1670,1779,13.02
2020-08-13,Breakfast,Thursday,August,2020,1284,1135,85,113,14,526,1347,5,No,No,9,Sunny,28,0,71,Placement Drive,No,Indian,90,1788,1690,918,1035,16.36
2020-08-14,Dinner,Friday,August,2020,1826,1221,110,113,44,868,1488,4,No,No,9,Rainy,27,76,54,No Event,No,Fast Food,47,1751,1960,915,977,7.01
2020-08-15,Lunch,Saturday,August,2020,2025,1537,110,64,19,881,1730,5,No,No,17,Rainy,24,73,76,No Event,No,Fast Food,90,1460,1516,1920,2019,12.08
2020-08-16,Dinner,Sunday,August,2020,1492,1397,127,107,24,884,1655,5,Yes,No,11,Sunny,20,0,47,No Event,No,Continental,101,1632,2287,833,889,6.1
2020-08-17,Lunch,Monday,August,2020,2272,1744,88,149,13,902,1994,2,No,No,14,Cloudy,31,0,48,Placement Drive,No,Chinese,67,1230,1035,2218,2280,6.52
2020-08-18,Lunch,Tuesday,August,2020,2290,1850,196,116,26,425,2188,4,No,No,16,Sunny,36,0,76,No Event,No,South Indian,106,2419,1582,2422,2495,7.72
2020-08-19,Lunch,Wednesday,August,2020,1986,1502,155,50,46,589,1753,4,No,No,4,Rainy,20,76,42,No Event,No,Chinese,58,1857,2011,1853,1939,7.07
2020-08-20,Lunch,Thursday,August,2020,1328,1100,187,56,34,798,1377,3,Yes,No,14,Sunny,37,0,71,Placement Drive,No,Chinese,77,1030,743,1642,1687,6.5
2020-08-21,Lunch,Friday,August,2020,1228,1158,189,58,27,771,1432,3,No,No,10,Sunny,22,0,54,No Event,Yes,Indian,102,1433,1274,1640,1676,4.27
2020-08-22,Breakfast,Saturday,August,2020,2342,2223,105,50,5,821,2383,5,No,No,13,Rainy,31,22,61,No Event,No,Continental,55,838,1150,1388,1486,14.4
2020-08-23,Lunch,Sunday,August,2020,1891,1668,81,54,40,321,1843,3,No,No,11,Sunny,32,0,45,Sports Day,No,Indian,52,1551,1725,2101,2139,5.33
2020-08-24,Breakfast,Monday,August,2020,1332,1027,185,96,30,456,1338,2,No,No,4,Sunny,18,0,50,No Event,No,Continental,65,1599,1100,729,846,15.28
2020-08-25,Breakfast,Tuesday,August,2020,2408,1922,83,149,13,970,2167,4,No,Yes,2,Sunny,31,0,60,No Event,No,Continental,59,1024,2394,295,375,11.46
2020-08-26,Lunch,Wednesday,August,2020,1845,1396,175,59,15,561,1645,2,No,No,5,Sunny,34,0,56,No Event,No,Fast Food,112,2339,2166,1822,1902,7.79
2020-08-27,Breakfast,Thursday,August,2020,1888,1785,171,51,48,409,2055,4,Yes,No,16,Sunny,24,0,54,No Event,No,Continental,58,2232,1448,1235,1381,17.7
2020-08-28,Dinner,Friday,August,2020,1733,1494,85,72,43,800,1694,6,Yes,No,2,Sunny,35,0,59,No Event,No,South Indian,66,2342,1699,1110,1135,2.85
2020-08-29,Dinner,Saturday,August,2020,2464,1933,109,142,35,665,2219,7,Yes,No,3,Sunny,21,0,43,No Event,No,South Indian,58,1747,2239,1487,1627,13.48
2020-08-30,Dinner,Sunday,August,2020,1715,1120,134,105,4,312,1363,4,No,No,8,Rainy,19,65,75,Cultural Fest,No,Fast Food,51,576,1681,1077,1192,16.64
2020-08-31,Lunch,Monday,August,2020,2159,1740,107,68,31,362,1946,7,No,No,4,Rainy,30,9,43,No Event,No,Chinese,82,1243,2339,1963,2042,11.59
2020-09-01,Breakfast,Tuesday,September,2020,1364,1289,140,87,10,323,1526,7,No,No,17,Sunny,21,0,40,No Event,No,Chinese,86,761,629,976,1027,7.31
2020-09-02,Dinner,Wednesday,September,2020,2126,1715,156,96,21,652,1988,2,No,No,14,Cloudy,19,0,53,No Event,No,Fast Food,47,1860,1789,1260,1286,3.64
2020-09-03,Lunch,Thursday,September,2020,2132,1502,134,133,42,639,1811,5,No,No,5,Sunny,25,0,69,Cultural Fest,Yes,Continental,48,1719,2093,2299,2364,6.37
2020-09-04,Dinner,Friday,September,2020,1756,1153,189,125,39,318,1506,3,No,No,5,Cloudy,30,0,82,Cultural Fest,No,Continental,109,1515,2316,932,955,2.84
2020-09-05,Dinner,Saturday,September,2020,2441,1846,115,124,27,387,2112,3,No,No,10,Rainy,21,45,45,Cultural Fest,No,Fast Food,51,792,2383,1620,1640,2.2
2020-09-06,Dinner,Sunday,September,2020,1879,1738,153,148,49,880,2088,2,No,No,2,Sunny,26,0,54,No Event,No,Fast Food,106,1270,619,1293,1439,12.23
2020-09-07,Breakfast,Monday,September,2020,2192,2080,153,101,5,449,2339,3,No,No,9,Rainy,26,77,79,Sports Day,Yes,South Indian,50,1979,1006,2128,2167,4.44
2020-09-08,Lunch,Tuesday,September,2020,2228,2080,84,98,38,391,2300,5,No,No,16,Sunny,26,0,85,Cultural Fest,No,Chinese,98,1981,1698,2959,3005,5.98
2020-09-09,Dinner,Wednesday,September,2020,1956,1699,108,120,5,444,1932,3,No,No,7,Sunny,32,0,42,No Event,No,Fast Food,90,732,1393,1263,1345,8.16
2020-09-10,Lunch,Thursday,September,2020,2304,1883,179,72,45,474,2179,6,No,No,4,Rainy,18,9,70,No Event,Yes,South Indian,110,1316,1253,2797,2852,5.69
2020-09-11,Breakfast,Friday,September,2020,2470,2043,91,99,19,690,2252,4,No,No,8,Rainy,36,28,72,No Event,No,Indian,80,2342,1641,1445,1536,9.97
2020-09-12,Lunch,Saturday,September,2020,2054,1667,101,66,37,444,1871,6,No,No,3,Cloudy,18,0,43,No Event,Yes,South Indian,95,767,2231,2374,2486,12.17
2020-09-13,Dinner,Sunday,September,2020,1692,1458,138,97,3,759,1696,4,No,No,4,Sunny,22,0,50,No Event,No,Fast Food,53,1853,1648,1041,1066,3.67
2020-09-14,Lunch,Monday,September,2020,1848,1433,189,51,24,434,1697,6,No,No,17,Sunny,23,0,62,No Event,No,South Indian,64,2434,2131,1909,2038,17.98
2020-09-15,Lunch,Tuesday,September,2020,2191,1864,118,118,12,840,2112,3,No,No,16,Sunny,18,0,46,No Event,No,Chinese,98,1352,642,2199,2329,13.77
2020-09-16,Breakfast,Wednesday,September,2020,1827,1254,81,111,48,536,1494,3,No,No,15,Sunny,36,0,72,Cultural Fest,Yes,Chinese,95,2124,1461,1404,1496,12.43
2020-09-17,Lunch,Thursday,September,2020,1824,1330,93,134,11,929,1568,5,No,No,15,Cloudy,19,0,89,No Event,No,South Indian,56,575,1756,1716,1821,10.14
2020-09-18,Dinner,Friday,September,2020,1742,1569,89,62,8,891,1728,6,No,No,10,Cloudy,37,0,49,Sports Day,No,Fast Food,110,720,2325,1244,1288,6.56
2020-09-19,Breakfast,Saturday,September,2020,1206,1110,127,110,2,641,1349,4,No,No,11,Rainy,25,12,77,Cultural Fest,Yes,Chinese,119,594,653,1306,1392,11.24
2020-09-20,Lunch,Sunday,September,2020,2153,1747,143,60,31,886,1981,7,No,No,13,Rainy,19,52,58,No Event,No,Chinese,99,1775,1994,2147,2242,11.06
2020-09-21,Dinner,Monday,September,2020,1714,1130,82,137,10,998,1359,4,No,No,12,Rainy,33,17,67,No Event,No,Continental,111,644,1832,628,708,6.65
2020-09-22,Lunch,Tuesday,September,2020,1954,1813,151,146,4,340,2114,3,No,No,1,Sunny,32,0,62,No Event,No,Continental,117,1676,2487,1927,2025,9.25
2020-09-23,Lunch,Wednesday,September,2020,1272,1094,198,76,34,545,1402,3,No,No,4,Cloudy,23,0,62,No Event,No,Indian,72,1460,1422,1393,1505,9.31
2020-09-24,Lunch,Thursday,September,2020,1209,936,139,84,48,758,1207,3,No,Yes,4,Cloudy,19,0,85,No Event,No,South Indian,82,944,1947,305,415,13.74
2020-09-25,Lunch,Friday,September,2020,1761,1460,160,67,23,869,1710,7,No,No,5,Sunny,19,0,55,No Event,No,South Indian,43,923,910,1857,1880,3.2
2020-09-26,Breakfast,Saturday,September,2020,1321,1028,147,134,40,923,1349,6,No,No,13,Cloudy,34,0,54,No Event,No,South Indian,57,2075,1016,972,1020,5.99
2020-09-27,Dinner,Sunday,September,2020,1886,1489,100,117,5,503,1711,4,No,No,16,Sunny,33,0,50,No Event,No,Fast Food,79,1520,2426,1121,1169,7.01
2020-09-28,Dinner,Monday,September,2020,1712,1568,173,110,17,851,1868,6,No,No,3,Sunny,37,0,73,No Event,No,South Indian,62,801,1240,1102,1136,3.07
2020-09-29,Dinner,Tuesday,September,2020,2189,1528,98,90,37,772,1753,4,Yes,No,11,Sunny,22,0,74,No Event,No,Fast Food,47,2390,1173,1202,1284,11.57
2020-09-30,Dinner,Wednesday,September,2020,1640,1117,158,145,5,357,1425,4,No,No,12,Sunny,32,0,53,No Event,No,Chinese,77,935,2065,843,875,3.98
2020-10-01,Lunch,Thursday,October,2020,2261,1471,99,92,21,488,1683,5,No,No,10,Sunny,18,0,64,Sports Day,Yes,Fast Food,51,2286,1748,2556,2641,12.17
2020-10-02,Lunch,Friday,October,2020,1901,1414,137,98,41,984,1690,3,No,Yes,16,Rainy,31,53,62,No Event,No,Continental,78,575,2304,341,415,10.74
2020-10-03,Lunch,Saturday,October,2020,1790,1242,121,60,42,888,1465,6,No,No,7,Sunny,36,0,60,No Event,No,Fast Food,43,1753,1845,1670,1774,9.32
2020-10-04,Lunch,Sunday,October,2020,2407,1723,173,116,13,347,2025,6,No,No,11,Rainy,27,70,73,Cultural Fest,No,South Indian,78,2223,1144,2751,2833,7.37
2020-10-05,Lunch,Monday,October,2020,1266,827,89,100,11,389,1027,3,No,No,1,Cloudy,36,0,71,Cultural Fest,No,Chinese,71,858,765,1441,1493,6.84
2020-10-06,Lunch,Tuesday,October,2020,1216,873,102,101,24,822,1100,6,No,No,14,Sunny,26,0,60,No Event,No,Indian,114,1869,648,1136,1189,7.22
2020-10-07,Dinner,Wednesday,October,2020,1567,1174,167,134,19,867,1494,5,No,No,15,Cloudy,28,0,67,No Event,No,South Indian,59,1904,1255,929,1017,7.85
2020-10-08,Lunch,Thursday,October,2020,2103,1386,91,92,17,787,1586,6,No,No,4,Rainy,20,30,63,No Event,No,Continental,58,2207,1683,1431,1511,10.92
2020-10-09,Lunch,Friday,October,2020,1920,1598,88,107,23,844,1816,4,No,No,11,Rainy,29,7,72,No Event,No,Continental,41,2286,2376,1635,1758,15.23
2020-10-10,Breakfast,Saturday,October,2020,2157,1770,158,127,14,479,2069,3,No,No,5,Sunny,19,0,80,No Event,No,Continental,67,2102,606,1223,1272,4.11
2020-10-11,Lunch,Sunday,October,2020,2107,1430,108,119,30,415,1687,3,No,No,8,Sunny,23,0,76,No Event,No,Continental,58,1011,1882,1561,1704,20.98
2020-10-12,Breakfast,Monday,October,2020,2188,1812,161,78,41,327,2092,5,No,No,5,Sunny,21,0,53,Sports Day,No,Fast Food,51,1616,1384,1818,1920,15.28
2020-10-13,Lunch,Tuesday,October,2020,1672,1587,99,80,0,414,1766,7,No,No,2,Cloudy,29,0,69,No Event,No,Fast Food,102,2107,1109,2027,2092,7.9
2020-10-14,Lunch,Wednesday,October,2020,1314,1226,144,77,14,519,1461,6,No,No,6,Cloudy,35,0,79,No Event,Yes,Chinese,112,1918,2230,1764,1913,12.83
2020-10-15,Breakfast,Thursday,October,2020,1299,845,82,99,33,478,1059,4,No,No,6,Cloudy,37,0,57,No Event,No,South Indian,40,1829,1230,768,912,11.79
2020-10-16,Lunch,Friday,October,2020,1637,1454,87,85,1,693,1627,2,Yes,No,17,Cloudy,32,0,48,Sports Day,No,South Indian,61,1098,962,2247,2290,5.97
2020-10-17,Breakfast,Saturday,October,2020,1548,1170,118,141,35,893,1464,4,No,No,5,Rainy,24,31,60,No Event,No,Fast Food,116,1875,2425,1075,1163,11.51
2020-10-18,Breakfast,Sunday,October,2020,1338,895,143,68,22,979,1128,4,Yes,No,14,Sunny,27,0,67,Sports Day,No,Continental,94,868,1754,843,982,17.36
2020-10-19,Dinner,Monday,October,2020,2027,1497,110,116,23,365,1746,6,Yes,No,4,Cloudy,35,0,60,Placement Drive,Yes,Chinese,46,1834,2457,1343,1481,16.54
2020-10-20,Lunch,Tuesday,October,2020,1523,1136,190,61,45,321,1432,2,No,No,15,Sunny,29,0,77,No Event,Yes,Continental,54,2034,1876,1394,1475,6.66
2020-10-21,Breakfast,Wednesday,October,2020,2045,1650,151,149,31,635,1981,5,No,Yes,14,Sunny,24,0,84,No Event,No,Fast Food,69,2026,2456,319,378,5.83
2020-10-22,Lunch,Thursday,October,2020,1493,1266,158,137,45,400,1606,6,No,No,12,Sunny,36,0,44,No Event,No,South Indian,64,653,1537,1822,1870,4.08
2020-10-23,Lunch,Friday,October,2020,2167,1895,101,125,12,651,2133,3,No,No,1,Sunny,34,0,59,No Event,No,South Indian,95,2000,1446,2326,2452,15.85
2020-10-24,Breakfast,Saturday,October,2020,1273,921,175,73,32,475,1201,2,No,No,8,Cloudy,30,0,65,No Event,Yes,Continental,106,1972,2129,856,965,14.61
2020-10-25,Lunch,Sunday,October,2020,1683,1256,84,114,41,571,1495,3,No,No,11,Rainy,33,16,61,No Event,No,Indian,61,1345,1131,1432,1545,9.44
2020-10-26,Breakfast,Monday,October,2020,1215,902,187,141,13,348,1243,2,Yes,No,14,Rainy,37,68,49,Convocation,Yes,South Indian,68,1201,1516,1419,1466,6.94
2020-10-27,Breakfast,Tuesday,October,2020,1992,1511,187,129,16,653,1843,3,No,No,4,Rainy,27,77,89,No Event,No,Chinese,83,1540,1959,1221,1366,21.4
2020-10-28,Lunch,Wednesday,October,2020,1715,1629,137,70,15,912,1851,6,No,No,7,Sunny,27,0,85,Placement Drive,Yes,Continental,85,2460,1514,1967,2004,4.01
2020-10-29,Lunch,Thursday,October,2020,2124,1876,152,143,31,874,2202,7,Yes,No,15,Sunny,19,0,83,Cultural Fest,Yes,Chinese,55,536,1647,3657,3680,1.95
2020-10-30,Lunch,Friday,October,2020,2350,2214,196,147,14,611,2571,2,No,No,10,Sunny,35,0,76,No Event,No,Fast Food,72,1511,748,2919,2986,9.32
2020-10-31,Lunch,Saturday,October,2020,2023,1735,184,75,42,653,2036,5,No,No,16,Rainy,30,34,76,No Event,No,Fast Food,117,1956,1799,2268,2355,12.83
2020-11-01,Dinner,Sunday,November,2020,1717,1325,158,84,30,336,1597,6,No,No,15,Rainy,24,51,48,Convocation,No,Continental,44,866,1991,990,1037,6.58
2020-11-02,Lunch,Monday,November,2020,1328,1018,190,144,11,648,1363,2,Yes,No,2,Sunny,32,0,65,No Event,No,Fast Food,114,764,2032,1762,1819,4.63
2020-11-03,Lunch,Tuesday,November,2020,1710,1362,142,129,32,653,1665,3,No,Yes,9,Cloudy,21,0,55,No Event,No,Chinese,98,903,2184,362,455,12.29
2020-11-04,Lunch,Wednesday,November,2020,1622,1257,140,107,2,843,1506,4,No,No,4,Sunny,37,0,45,No Event,No,South Indian,46,1010,1129,1692,1714,2.5
2020-11-05,Breakfast,Thursday,November,2020,1584,1423,131,91,10,663,1655,7,No,No,7,Sunny,19,0,58,No Event,Yes,Continental,88,1153,1946,1094,1145,5.37
